t,agent_id,type,x,y,v,serving_cell,snr_dB,los
15,veh3,veh,883.4500511625422,168.92014448896418,12.622817176968924,g0,39.1,1
15,veh4,veh,513.7726974194851,274.4210301065216,6.256772688624955,g0,8.2,0
16,ped0,ped,310.09882108195114,397.47496910087676,0.7082171740868943,g1,-0.4,0
16,ped1,ped,653.0938789173379,595.0987935566525,1.3268449483055158,g2,0.4,0
16,ped2,ped,504.1557058352232,258.607868462998,1.0017424688723016,g0,7.1,0
16,ped3,ped,858.4624090645219,518.2674201270203,0.9455016466615617,g2,16.3,0
16,ped4,ped,408.0071626600915,525.0003431096536,1.1004952640344143,g0,-0.9,0
16,veh0,veh,610.2218407939058,472.23268668701724,7.98988196728388,g0,4.2,0
16,veh1,veh,504.66693166255544,357.2853112265332,12.280417813602364,g0,6.9,0
16,veh2,veh,564.015242946707,599.5784508109888,13.324649393290974,g0,-0.9,0
16,veh3,veh,868.9668894109932,173.28238064243146,14.84324292858529,g0,39.5,1
16,veh4,veh,518.2659555940888,280.84352655553965,7.836441403685644,g0,8.7,0
17,ped0,ped,310.0889415119438,398.1057646768025,0.630795575925731,g1,-0.4,0
17,ped1,ped,653.073525915345,596.3499943541631,1.2499487180568396,g2,0.4,0
17,ped2,ped,504.6226212806144,259.1508112588723,0.6919480420933622,g0,7.1,0
17,ped3,ped,857.871140060081,517.4124606099313,1.0394994331549645,g2,16.2,0
17,ped4,ped,408.7887384192934,525.0148276090729,0.7815757592018538,g0,-0.9,0
17,veh0,veh,611.4810847302946,475.48784812207754,3.48988196728388,g0,4.0,0
17,veh1,veh,492.9728896022506,363.0340887949031,13.03107417300184,g0,6.0,0
17,veh2,veh,574.6358809751299,595.6175976660904,11.335940348391071,g0,-0.7,0
17,veh3,veh,855.2825848749512,178.71203354139186,14.444908932213925,g0,40.0,1
17,veh4,veh,524.1218307982642,289.21369720749124,10.212905896257183,g0,9.4,0
18,ped0,ped,310.0711356734673,399.2426404849818,1.1368758081793202,g1,-0.5,0
18,ped1,ped,653.0537106998156,597.5681347288361,1.2169213788586786,g2,0.4,0
18,ped2,ped,505.39670389401493,260.0509369293891,1.147156201509319,g0,7.2,0
18,ped3,ped,857.1947881772614,516.4344734758612,1.1890821157942504,g2,16.0,0
18,ped4,ped,409.62992740071326,525.0304168864645,0.8411889814198528,g0,-0.9,0
18,veh0,veh,613.0224575841102,480.4696083739993,5.220185208386836,g0,3.8,0
18,veh1,veh,482.35865007664324,368.2520366845591,11.82781298672621,g0,5.3,0
18,veh2,veh,581.040470783549,593.2290745268429,6.8359403483910715,g0,-0.6,0
18,veh3,veh,841.7471088153259,184.93829233771464,14.793733612205155,g0,40.5,1
18,veh4,veh,530.9019606768396,298.904963183516,11.824847012606954,g0,10.1,0
19,ped0,ped,310.05926038639524,400.0008595716759,0.7582190866941042,g1,-0.5,0
19,ped1,ped,653.0385998512791,598.4970741426229,0.9280098220249057,g2,0.4,0
19,ped2,ped,505.96272580079994,260.70912358744334,0.8388194351841878,g0,7.2,0
19,ped3,ped,856.6018053060468,515.5770357522398,1.0425125515939724,g2,15.9,0
19,ped4,ped,410.58711651254083,525.0481559283567,0.9571891118275784,g0,-0.9,0
19,veh0,veh,612.683040510277,486.86340547900653,6.561533021457587,g0,3.5,0
19,veh1,veh,471.4013810843658,373.6386174637766,12.210062546002016,g0,4.6,0
19,veh2,veh,583.7672737072218,592.2121425961205,2.9104537036145377,g0,-0.6,0
19,veh3,veh,828.528751726956,191.87416983454,14.931452482090585,g0,41.0,1
19,veh4,veh,538.1069216931614,310.8239544393007,13.960171844578728,g0,10.9,0
20,ped0,ped,310.04138281575604,401.14231536975933,1.1414557980834312,g1,-0.5,0
20,ped1,ped,653.0162330494492,599.8720732851095,1.37362317775056,g2,0.4,0
20,ped2,ped,506.7357886622639,261.608063460889,1.1456449742348116,g0,7.3,0
20,ped3,ped,855.9079430465758,514.5737290714769,1.2198667949619022,g2,15.7,0
20,ped4,ped,411.18946015414815,525.0593188207881,0.6023436416073269,g0,-0.9,0
20,veh0,veh,606.3288094103746,492.32788215646696,8.620517567029315,g0,3.2,0
20,veh1,veh,462.92069030507423,377.80771525433147,9.450326073169618,g0,4.1,0
20,veh2,veh,587.8117295593166,589.9483234856183,4.677801478641693,g0,-0.5,0
20,veh3,veh,815.7859054547066,198.61849967519044,14.420126213635571,g0,41.5,1
20,veh4,veh,543.5731859691624,321.60888367658777,12.092964543555453,g0,11.4,0
21,ped0,ped,310.0266315580699,402.0841608226302,0.9418454528708631,g1,-0.5,0
21,ped1,ped,652.9875741589092,601.0705976807885,1.1976825712496066,g2,0.4,0
21,ped2,ped,507.1552401812521,262.0958138291862,0.6216086021181481,g0,7.4,0
21,ped3,ped,855.2968185642379,513.6900590526249,1.0744069927664368,g2,15.6,0
21,ped4,ped,411.9414231782428,525.0732545242149,0.7519630240946814,g0,-0.9,0
21,veh0,veh,596.3550566189335,496.8289523634683,10.960552800536249,g0,3.0,0
21,veh1,veh,458.0489603103749,380.2026520921037,5.42873666644825,g0,3.8,0
21,veh2,veh,591.1564718803379,584.5967513280149,6.405343991784965,g0,-0.3,0
21,veh3,veh,802.8438522045082,205.46826259861876,14.645553853841752,g0,42.1,1
21,veh4,veh,547.3841106759648,329.1278310264147,8.430872535719125,g0,11.5,0
22,ped0,ped,310.0119124551829,403.02395324029425,0.939792417664042,g1,-0.6,0
22,ped1,ped,652.9001717582261,602.4815861800215,1.4120914399134927,g2,0.3,0
22,ped2,ped,507.69410054656186,262.72241626055796,0.7985672318580328,g0,7.4,0
22,ped3,ped,854.6541446433041,512.7607693706689,1.1298734949685199,g2,15.4,0
22,ped4,ped,412.97753522068217,525.0924561999325,1.036112042439361,g0,-0.8,0
22,veh0,veh,584.4081061221092,502.3938333764816,13.187153561549353,g0,2.6,0
22,veh1,veh,454.04280138931404,383.4056211857075,5.2097974052419,g0,3.6,0
22,veh2,veh,593.24035274779,576.988702677201,7.909707463846197,g0,-0.1,0
22,veh3,veh,790.6448654611672,211.84463798911258,13.770433557163246,g0,42.7,1
22,veh4,veh,548.3113641684321,334.60024696648725,5.766565621744856,g0,11.4,0
23,ped0,ped,309.99736137332184,403.9530177700283,0.9290645297340233,g1,-0.6,0
23,ped1,ped,652.8260406772426,603.6783279386675,1.1976772270572837,g2,0.3,0
23,ped2,ped,508.1857206355666,263.2940863311605,0.7285592314376522,g0,7.5,0
23,ped3,ped,854.197223610415,512.1000735068698,0.8033046737057964,g2,15.3,0
23,ped4,ped,413.6375796986666,525.1046884291765,0.6600444779844353,g0,-0.8,0
23,veh0,veh,824.2559467604219,575.3806830738322,0.0,g2,9.2,0
23,veh1,veh,454.3428771083103,388.9304798531963,5.693094582506366,g0,3.5,0
23,veh2,veh,594.8942369866645,566.625609555599,10.499881916690274,g0,0.3,0
23,veh3,veh,777.540763740138,218.39614331723166,14.650431987074457,g0,43.4,1
24,ped0,ped,309.9792847240575,405.1071844366949,1.1541666666666666,g1,-0.6,0
24,ped1,ped,652.7759428144982,604.4870872818447,0.8093915337164073,g2,0.3,0
24,ped2,ped,516.4276900377556,272.476924668647,0.8250612699232686,g0,8.3,0
24,ped3,ped,853.7692139866745,511.4811827845857,0.7524760437658793,g2,15.2,0
24,ped4,ped,414.4467508345614,525.119684338031,0.809171135894786,g0,-0.8,0
24,veh0,veh,823.3477933529728,573.0240503489152,2.5253260254627095,g2,9.3,0
24,veh1,veh,456.63210265671194,396.2689646508776,7.685928559326478,g0,3.4,0
24,veh2,veh,596.6473811676962,554.0322844738481,12.715462672069325,g0,0.7,0
24,veh3,veh,764.2035399184689,225.05037702213517,14.904448268156752,g0,44.1,1
25,ped0,ped,311.53046315029246,406.2597365828227,1.1541666666666666,g1,-0.7,0
25,ped1,ped,652.6939708589953,605.8104089019635,1.324356033403601,g2,0.3,0
25,ped2,ped,515.4501627570153,270.566672342102,0.7712312038810019,g0,8.2,0
25,ped3,ped,853.3627935579595,510.8935094736909,0.7145204671624135,g2,15.1,0
25,ped4,ped,415.33052127963447,525.1360627534918,0.8837704450730719,g0,-0.8,0
25,veh0,veh,821.8154224613088,569.0475906887034,4.26110397388693,g2,9.4,0
25,veh1,veh,459.4467387073448,405.3307197407199,9.487382980425812,g0,3.3,0
25,veh2,veh,598.5705828425527,540.2173888415992,13.948880743573183,g0,1.2,0
25,veh3,veh,751.709824057519,231.2837660911818,13.961821756641633,g0,44.8,1
26,ped0,ped,309.7307941411549,407.0194907281586,1.1541666666666666,g1,-0.7,0
26,ped1,ped,652.6333761592028,606.7886248760492,0.9789806253870484,g2,0.3,0
26,ped2,ped,514.0003488165372,268.59497480018086,0.7756767692335416,g0,8.0,0
26,ped3,ped,852.9644535386543,510.3156021715353,0.7019125739808562,g2,15.0,0
26,ped4,ped,416.0502478217907,525.149401036517,0.7197265421562122,g0,-0.8,0
26,veh0,veh,819.6500915958836,563.4286175770276,6.02119239254389,g2,9.4,0
26,veh1,veh,460.51458032779124,410.1579594636144,4.987382980425812,g0,3.2,0
26,veh2,veh,600.4696772993334,526.5756621006082,13.774032356951148,g0,1.7,0
26,veh3,veh,738.77703101612,237.82416424565116,14.491510995444164,g0,45.7,1
27,ped0,ped,311.0549439608246,407.94113321944906,0.8056154494207779,g1,-0.7,0
27,ped1,ped,652.5547497607295,608.0579371960181,1.2703045152948471,g2,0.3,0
27,ped2,ped,512.3687684682884,266.59309124945156,0.8185599601956912,g0,7.9,0
27,ped3,ped,852.4873762465475,509.5669012499327,0.8877831491607583,g2,14.9,0
27,ped4,ped,416.8857668312716,525.1648852355407,0.8355190094809061,g0,-0.8,0
27,veh0,veh,816.7323655757931,555.8572000556194,8.113397354749031,g2,9.5,0
27,veh1,veh,456.8579923626143,412.1925763361656,4.489885212982975,g0,3.0,0
27,veh2,veh,602.1794822769583,514.2936546407557,12.40112570588209,g0,2.2,0
27,veh3,veh,726.2092194775893,244.41250998111136,14.189355830884791,g0,46.6,1
28,ped0,ped,311.0314994095464,409.01288413502004,1.07175091557098,g1,-0.7,0
28,ped1,ped,652.4732122483691,609.3742453442774,1.3173370792574133,g2,0.3,0
28,ped2,ped,510.6408627996791,264.592883923892,0.8377147616346419,g0,7.7,0
28,ped3,ped,851.8897701009419,508.62904845464595,1.112072770348297,g2,14.8,0
28,ped4,ped,417.7723701052922,525.1813161502108,0.8866032740206153,g0,-0.8,0
28,veh0,veh,813.209389026492,546.7151743173491,9.79643339337781,g2,9.5,0
28,veh1,veh,451.92427380080284,412.22728012634917,4.938280216640763,g0,2.9,0
28,veh2,veh,603.2688498377073,506.46842270920234,7.901125705882089,g0,2.6,0
28,veh3,veh,713.097847946433,251.3523303605563,14.835215294211425,g0,47.7,1
29,ped0,ped,311.0173560545771,409.6594375050487,0.6465533700286565,g1,-0.8,0
29,ped1,ped,652.4187712959491,610.2531177453952,0.8795593975920929,g2,0.2,0
29,ped2,ped,508.63298870833233,263.3064997875284,0.9361887577791802,g0,7.5,0
29,ped3,ped,851.3558346545359,507.7911172275378,0.9935892986345505,g2,14.7,0
29,ped4,ped,418.9309919313244,525.2027882301322,1.1586218260321928,g0,-0.7,0
29,veh0,veh,809.1643725622521,536.2184695819334,11.248083492041253,g2,9.4,0
29,veh1,veh,444.7701780203594,412.0793036026487,7.15409578044337,g0,2.6,0
29,veh2,veh,603.7383515384333,503.0997544829609,3.401125705882089,g0,2.7,0
29,veh3,veh,700.0810228967241,258.2421074934047,14.72823812525186,g0,48.9,1
30,ped0,ped,310.99375672541737,410.7382639809197,1.0788264758710282,g1,-0.8,0
30,ped1,ped,652.3421439916794,611.4901575086826,1.238006731819769,g2,0.2,0
30,ped2,ped,508.7067764158014,265.42297619293254,0.9430406040253325,g0,7.6,0
30,ped3,ped,850.8576387090031,507.0092737616461,0.9270824093743187,g2,14.5,0
30,ped4,ped,419.8408786287651,525.2196506432579,0.9098866974406863,g0,-0.7,0
30,veh0,veh,806.4233666723972,529.1056358621701,7.621987048465449,g2,9.2,0
30,veh1,veh,435.93556681999144,411.89341848562583,8.834611200368002,g0,2.3,0
30,veh2,veh,604.3812772231589,498.23732298284,4.901793113897668,g0,2.9,0
30,veh3,veh,686.9121124931814,265.12016278410505,14.85701495165869,g0,50.4,1
31,ped0,ped,311.4209089934747,414.46364564282305,0.9430783189066763,g1,-0.9,0
31,ped1,ped,652.258258342016,612.8443730222234,1.3552740759463633,g2,0.2,0
31,ped2,ped,510.4162301772259,267.392507764137,0.8265279566209454,g0,7.7,0
31,ped3,ped,850.3116934668091,506.152494969744,1.0159380762893446,g2,14.4,0
31,ped4,ped,420.67482817753466,525.235105756358,0.8339495487695805,g0,-0.7,0
31,veh0,veh,805.3006430527581,526.1921994302019,3.1219870484654493,g2,9.1,0
31,veh1,veh,424.7642197639239,411.6604037314631,11.172171857919514,g0,1.9,0
31,veh2,veh,605.0079610384444,491.79774015019603,6.471779155160413,g0,3.2,0
31,veh3,veh,673.6123020830549,271.6109374698001,14.801824703104115,g0,52.1,1
32,ped0,ped,312.98345011863864,411.27749406806686,1.119700165290366,g1,-0.8,0
32,ped1,ped,652.2070119411736,613.6716738932589,0.827947555105784,g2,0.2,0
32,ped2,ped,511.69536345546334,268.9036351886569,0.627516809778495,g0,7.9,0
32,ped3,ped,849.9241783639155,505.5443484084394,0.7211187455073781,g2,14.3,0
32,ped4,ped,421.4020045727157,525.248582103276,0.7271763951810619,g0,-0.7,0
32,veh0,veh,803.778202648421,522.0136694375443,4.448436995082226,g2,9.0,0
32,veh1,veh,412.8912308379212,411.41582589451605,11.874675669705764,g0,1.5,0
32,veh2,veh,609.5963870668704,486.9003303980343,7.953039083757551,g0,3.5,0
32,veh3,veh,660.3542870207374,277.9230523817795,14.686444736588069,g0,54.2,1
33,ped0,ped,310.89379696588645,411.31127224843203,0.7228588273171529,g1,-0.8,0
33,ped1,ped,652.155876593298,614.4971819707587,0.8261533601800329,g2,0.2,0
33,ped2,ped,515.9304050735374,272.97063439874046,1.1091849022745415,g0,8.3,0
33,ped3,ped,849.5509295697361,504.9585906689438,0.6945708701700883,g2,14.2,0
33,ped4,ped,422.361619321896,525.2663660981268,0.9596147491802468,g0,-0.7,0
33,veh0,veh,801.5747929884991,515.692341528649,6.69646810539874,g2,8.8,0
33,veh1,veh,400.78620491930775,411.1664682076004,12.1067456267991,g0,1.1,0
33,veh2,veh,618.2521571439519,481.8834296595897,10.043229905969575,g0,3.7,0
33,veh3,veh,650.9107356201324,282.41910864190737,10.461007557331227,g0,56.1,1
34,ped0,ped,309.3141728868367,412.95008216110085,0.687976674978078,g1,-0.9,0
34,ped1,ped,652.0672975267366,615.9271660811943,1.4311018995946507,g2,0.2,0
34,ped2,ped,516.4598205153826,273.727361179882,0.9233239949742307,g0,8.4,0
34,ped3,ped,849.1243132732964,504.2890806763289,0.7938813383133027,g2,14.1,0
34,ped4,ped,423.06111919903407,525.2793295318629,0.6994998771380859,g0,-0.7,0
34,veh0,veh,798.622132431957,506.9874603995553,9.172299497480195,g2,8.5,0
34,veh1,veh,387.81418404533395,410.8992508433831,12.973863752347686,g0,0.7,0
34,veh2,veh,626.9956560157344,472.73319965361213,12.542617663566135,g0,4.1,0
34,veh3,veh,644.5404364881698,285.4519955375421,7.056640508956385,g0,57.7,1
35,ped0,ped,309.9794540535216,415.8137457025575,1.121867735145497,g1,-0.9,0
35,ped1,ped,651.9839220524592,617.2731455326075,1.3470315758584186,g2,0.1,0
35,ped2,ped,516.8804452775223,274.32858660166625,0.7335882278204533,g0,8.4,0
35,ped3,ped,848.6609473689458,503.5618977117103,0.8622679146210914,g2,14.0,0
35,ped4,ped,424.09383885594576,525.2984683384273,1.032719656911714,g0,-0.6,0
35,veh0,veh,795.1563834768665,496.120660450046,11.317556326951522,g2,8.0,0
35,veh1,veh,375.4218363336535,410.64397446631335,12.394108238418855,g0,0.3,0
35,veh2,veh,635.1712597718008,462.09219875995285,13.225579967221938,g0,4.7,0
35,veh3,veh,637.2830910464369,288.0069678318555,7.763401081650465,g0,59.7,1
36,ped0,ped,309.98785578266177,416.6080091680578,0.7942634655002621,g1,-1.0,0
36,ped1,ped,651.9092592281555,618.4784715372635,1.2062681831957889,g2,0.1,0
36,ped2,ped,517.2609592796865,274.87247919201724,0.6636332846608841,g0,8.5,0
36,ped3,ped,848.0678424899498,502.63110897609414,1.1036964575118648,g2,13.9,0
36,ped4,ped,425.22704172787354,525.3194693433165,1.1332028719277554,g0,-0.6,0
36,veh0,veh,791.2133863710519,483.75745662149166,12.876031247595014,g2,7.5,0
36,veh1,veh,366.6423576057532,410.4631214452101,8.78072599011485,g0,0.0,0
36,veh2,veh,643.7955547899186,450.8906768891509,13.991021249408595,g0,5.2,0
36,veh3,veh,630.4469619301127,284.17674204314847,8.227940196641669,g0,60.4,1
37,ped0,ped,309.9977465610578,417.5430409685682,0.9350318005104781,g1,-1.0,0
37,ped1,ped,651.8542122936702,619.3671266642368,0.8893497704030597,g2,0.1,0
37,ped2,ped,517.8373421226989,275.696339432999,1.0052372242676535,g0,8.5,0
37,ped3,ped,847.5504892383619,501.81920100506636,0.9627318393103227,g2,13.8,0
37,ped4,ped,426.29638494978326,525.3392868735998,1.069343221909706,g0,-0.6,0
37,veh0,veh,786.5809026860406,470.20837920013025,14.259088422145837,g2,6.8,0
37,veh1,veh,361.268678563111,410.3524262525431,5.37444245776406,g0,-0.1,0
37,veh2,veh,652.0114586018151,440.5269684927965,13.223807340313442,g0,5.7,0
37,veh3,veh,625.801829057767,276.4367316465632,8.91365992271336,g0,59.0,1
38,ped0,ped,310.0044410345931,418.17590780599886,0.6328668374306289,g1,-1.0,0
38,ped1,ped,651.7809559100696,620.5497476671849,1.183545433455147,g2,0.1,0
38,ped2,ped,518.4224134014726,276.53261860155084,1.020390241318253,g0,8.6,0
38,ped3,ped,847.1268754103864,501.1544029342795,0.7882941075801175,g2,13.7,0
38,ped4,ped,427.0338249218062,525.3529534295552,0.737439972022904,g0,-0.6,0
38,veh0,veh,778.8270117685477,460.4749506774109,12.347787907973803,g2,6.1,0
38,veh1,veh,354.26062536327544,410.2053245268822,7.008207863646209,g0,-0.3,0
38,veh2,veh,660.4730492646825,429.94384145943656,13.55426014481368,g0,6.2,0
38,veh3,veh,620.4753413208314,266.9272380095657,10.700691437586157,g0,17.0,0
39,ped0,ped,310.0152410864283,419.1968984205599,1.0209906145610148,g1,-1.0,0
39,ped1,ped,651.6945312192861,621.9449524189083,1.3962953545732308,g2,0.1,0
39,ped2,ped,518.866317403514,277.16711850474576,0.7741882539758485,g0,8.7,0
39,ped3,ped,846.5099871102341,500.1862897029616,1.1479545282299415,g2,13.5,0
39,ped4,ped,427.8234295802209,525.3675867240012,0.7896046584147229,g0,-0.6,0
39,veh0,veh,773.0453687968095,453.21727718056854,9.207055133261036,g2,5.5,0
39,veh1,veh,344.746221982305,410.00783124356803,9.515648904706001,g0,-0.6,0
39,veh2,veh,669.3066255426953,419.2540397561798,13.866255521064387,g0,6.6,0
39,veh3,veh,614.1063082608608,255.55646568287275,12.795121456477737,g0,14.8,0
40,ped0,ped,310.0220251309851,419.83823291848364,0.6413344979237687,g1,-1.1,0
40,ped1,ped,651.6255186613469,623.0590628414353,1.1149812997228583,g2,0.1,0
40,ped2,ped,519.2224979501354,277.67622975698026,0.6211946597031783,g0,8.7,0
40,ped3,ped,845.8876983384332,499.2097012451611,1.158004152905697,g2,13.4,0
40,ped4,ped,428.47845968944875,525.3797260247983,0.6550301092278581,g0,-0.6,0
40,veh0,veh,770.0895363579998,449.50683244070467,4.707055133261036,g2,5.3,0
40,veh1,veh,333.3275359126622,409.7746682277972,11.421836921207257,g0,-0.9,0
40,veh2,veh,678.7332895973817,408.9313967286578,13.979978504043766,g0,6.9,0
40,veh3,veh,607.16127419088,243.15734630834683,13.952283432673916,g0,12.8,0
41,ped0,ped,310.0314734468805,420.73143621045244,0.8932032919687722,g1,-1.1,0
41,ped1,ped,651.5399297488465,624.4407751314415,1.3827923460761669,g2,0.0,0
41,ped2,ped,519.8659123842936,278.59590246619246,1.1221432901550241,g0,8.8,0
41,ped3,ped,845.3324756517801,498.3383629021516,1.0332022785356416,g2,13.3,0
41,ped4,ped,429.62185548305547,525.4009159293129,1.1433957936067114,g0,-0.5,0
41,veh0,veh,765.538679950041,443.92500107950343,7.180250200309109,g2,4.9,0
41,veh1,veh,321.4345279964033,409.53181983215615,11.896289651335106,g1,-0.8,0
41,veh2,veh,687.932160870034,399.125665276926,13.444069920724951,g0,7.1,0
41,veh3,veh,599.6976803541671,229.83243097864636,14.994048349782146,g0,11.0,0
42,ped0,ped,310.04315429187426,421.8356932353978,1.1042570249454,g1,-1.1,0
42,ped1,ped,651.4719140841344,625.5387921186921,1.0988752845392447,g2,0.0,0
42,ped2,ped,520.4012520479044,279.36109711002405,0.9336561003030511,g0,8.8,0
42,ped3,ped,844.979363481963,497.7842065603067,0.657099047290297,g2,13.2,0
42,ped4,ped,430.43729048524665,525.4160279228421,0.8154350021912089,g0,-0.5,0
42,veh0,veh,759.3854441958482,436.4936218278725,9.640953701670531,g2,4.4,0
42,veh1,veh,314.0365202721424,409.38075676052387,7.400049117120801,g1,-0.8,0
42,veh2,veh,696.7705572740572,389.70418963790274,12.917239052581364,g0,7.2,0
42,veh3,veh,592.8547173734097,217.61554132498514,13.747226876755498,g0,9.6,0
43,ped0,ped,310.05293786981537,422.76059076433137,0.9248975289335551,g1,-1.1,0
43,ped1,ped,651.40831821957,626.565457665608,1.0274680702516346,g2,0.0,0
43,ped2,ped,521.0455018590999,280.2819638761649,1.123600224733107,g0,8.9,0
43,ped3,ped,844.5213043835956,497.065351828023,0.8523925904217078,g2,13.1,0
43,ped4,ped,431.60930258399446,525.4377481570788,1.1720120987477842,g0,-0.5,0
43,veh0,veh,751.5034271328666,427.2587602192897,12.140778656984928,g2,3.8,0
43,veh1,veh,309.2043569539949,410.4389089083872,5.063562145625264,g1,-0.8,0
43,veh2,veh,702.7573903154689,383.32239829520125,8.749704135085546,g0,7.2,0
43,veh3,veh,578.7921477114072,221.14048173267201,14.329533144193023,g0,9.4,0
44,ped0,ped,310.06017058218316,423.4443403942441,0.6837496299126844,g1,-1.2,0
44,ped1,ped,651.3301782841918,627.8269167249434,1.262445115929004,g2,-0.0,0
44,ped2,ped,521.5211919371181,280.9618976164902,0.8296245792806278,g0,9.0,0
44,ped3,ped,843.8457572975075,496.005182471174,1.2571114354346675,g2,12.9,0
44,ped4,ped,432.7994414728833,525.4598043248168,1.1901388888888889,g0,-0.5,0
44,veh0,veh,742.7674271276416,417.0233407300665,13.456180259870614,g0,4.1,0
44,veh1,veh,307.37055979488747,415.0029206095422,5.136159232823201,g1,-0.9,0
44,veh2,veh,705.9962029105022,379.15787933778194,5.305229409834924,g0,7.3,0
44,veh3,veh,564.8354745888813,224.77025382226864,14.157746211266398,g0,9.1,0
45,ped0,ped,310.07232003941033,424.59289801139556,1.1485576171515275,g1,-1.2,0
45,ped1,ped,651.2809768836431,628.6212039502113,0.794908103250491,g2,-0.0,0
45,ped2,ped,522.1777841945585,281.90040621715286,1.1451259980178699,g0,9.0,0
45,ped3,ped,843.4496227960664,495.3835090626623,0.7371584038879436,g2,12.9,0
45,ped4,ped,432.79069672022666,526.4251639886653,1.1901388888888889,g0,-0.5,0
45,veh0,veh,733.2414262150402,405.8623270697091,14.673029459591167,g0,4.8,0
45,veh1,veh,307.4388263599733,421.45654910176347,6.4536284922212594,g1,-1.1,0
45,veh2,veh,706.0292670182408,374.4843293054249,4.819828138219078,g0,7.5,0
45,veh3,veh,550.5747045570756,228.4842433902168,14.614640067018822,g0,8.7,0
46,ped0,ped,310.0816241094463,425.4724649180103,0.8795669066147335,g1,-1.2,0
46,ped1,ped,651.201341010933,629.9068128081171,1.2866137919001632,g2,-0.0,0
46,ped2,ped,522.7977608468498,282.7865778309542,1.0812667597854873,g0,9.1,0
46,ped3,ped,843.075607743138,494.796548795524,0.6959967850405598,g2,12.8,0
46,ped4,ped,434.41971925066105,524.4892028074934,1.1901388888888889,g0,-0.4,0
46,veh0,veh,724.9836373564417,396.1871973798469,12.719585091894684,g0,5.6,0
46,veh1,veh,307.52699582558466,429.7917125115209,8.33516340975745,g1,-1.3,0
46,veh2,veh,701.9724983280302,369.0799090076806,6.777418878343231,g0,8.0,0
46,veh3,veh,536.595417744915,231.97197068345153,14.407198413055644,g0,8.1,0
47,ped0,ped,310.09031865491045,426.29440998385667,0.8219450658463756,g1,-1.2,0
47,ped1,ped,651.1158701265002,631.2866197014217,1.3808854599652114,g2,-0.1,0
47,ped2,ped,523.1858565196787,283.34130737992865,0.6768560543300636,g0,9.2,0
47,ped3,ped,842.6361169310876,494.1068341906538,0.8178392549900388,g2,12.7,0
47,ped4,ped,435.40458959304647,524.4793541040696,0.9848703423853699,g0,-0.4,0
47,veh0,veh,719.2043966043615,389.4160259751565,8.901843552961207,g0,6.1,0
47,veh1,veh,307.6232683480198,438.89290418601763,9.101191674496706,g1,-1.6,0
47,veh2,veh,696.418358672668,362.46159619435105,8.637797992019259,g0,8.7,0
47,veh3,veh,522.819616593614,235.22240852508133,14.152829090751961,g0,7.4,0
48,ped0,ped,310.10214259001594,427.4121941347212,1.1177841508644633,g1,-1.3,0
48,ped1,ped,643.1960328133682,631.8596905857979,1.3354586525596097,g2,-0.3,0
48,ped2,ped,523.8200810733284,284.2478444150623,1.1061157312405865,g0,9.2,0
48,ped3,ped,842.2475391885968,493.497019976625,0.723096189296371,g2,12.6,0
48,ped4,ped,436.03481986493523,524.4730518013506,0.6302302718887869,g0,-0.4,0
48,veh0,veh,716.2473428672387,385.9514328623445,4.554790304607437,g0,6.4,0
48,veh1,veh,307.9863949782867,443.4649273680062,4.601191674496706,g1,-1.7,0
48,veh2,veh,689.2362250537108,353.9033657740017,11.16965420420216,g0,9.7,0
48,veh3,veh,508.25730247674187,238.65842624538,14.960868017644875,g0,6.7,0
49,ped0,ped,310.1122976450882,428.37220951958227,0.9600153848611321,g1,-1.3,0
49,ped1,ped,641.8530154170364,631.7719557810125,0.7851624571272987,g2,-0.3,0
49,ped2,ped,524.2826298148277,284.9089944167621,0.8067055059499884,g0,9.3,0
49,ped3,ped,841.8749411612827,492.91228351766375,0.6933598717288986,g2,12.5,0
49,ped4,ped,437.1258177023204,524.4621418229768,1.090997837385156,g0,-0.4,0
49,veh0,veh,711.1748007445879,381.98547514265164,6.578052851889939,g0,6.8,0
49,veh1,veh,312.1294223100864,446.6648629480945,5.588746292654653,g1,-1.8,0
49,veh2,veh,683.7267199625321,347.3382395073533,8.568382317801005,g0,10.5,0
49,veh3,veh,494.1797855209499,241.98005475371326,14.462802512118847,g0,6.0,0
50,ped0,ped,310.11920385394905,429.02509290725266,0.6528833876703477,g1,-1.3,0
50,ped1,ped,642.7854272881702,631.829848529606,0.7589905215281761,g2,-0.3,0
50,ped2,ped,524.9440845842001,285.8544533114883,1.1536064343404078,g0,9.4,0
50,ped3,ped,837.2354390537723,490.839702398587,1.0825626244597595,g2,11.9,0
50,ped4,ped,437.83317404770855,524.4550682595229,0.7073563453881393,g0,-0.3,0
50,veh0,veh,705.6372305793524,384.9262844330561,6.610325510923051,g0,7.0,0
50,veh1,veh,317.12591922584926,447.00781525215126,5.015138609005257,g0,-1.7,0
50,veh2,veh,680.8315314213642,343.88833284169743,4.502597219224551,g0,11.0,0
50,veh3,veh,480.7848998956834,245.05127284989837,13.741188172171146,g0,5.3,0
51,ped0,ped,310.12866658807025,429.91965923649724,0.8945663292446018,g1,-1.3,0
51,ped1,ped,644.3913615958731,631.9304128166973,0.9387085690433742,g2,-0.3,0
51,ped2,ped,525.6283787122906,286.83255793778926,1.1934392882152074,g0,9.5,0
51,ped3,ped,840.9979988308103,492.1997995637426,1.0786462585878809,g2,12.4,0
